Start_Date,Assign_ID,Weight_Result
2018-06-02 23:46,7K09874,158.457 
2018-06-03 0:06,7K09875,156.680 
2018-06-03 0:27,7K09876,157.477 
2018-06-03 0:48,7K09877,157.652 
2018-06-03 1:09,7K09878,156.561 
2018-06-03 1:30,7K09879,157.442 
2018-06-03 1:51,7K09880,157.981 
2018-06-03 2:11,7K09881,158.040 
2018-06-03 2:32,7K09310,158.643 
2018-06-03 2:54,7K09311,157.441 
2018-06-03 3:14,7K09891,156.306 
2018-06-03 3:36,7K09892,156.850 
2018-06-03 3:58,7K09893,156.813 
2018-06-03 4:19,7K09894,159.077 
2018-06-03 4:39,7K09895,157.953 
2018-06-03 5:01,7K09896,158.757 
2018-06-03 5:22,7K09340,156.919 
2018-06-03 5:42,7K09341,159.474 
2018-06-03 6:03,7K09342,160.226 
2018-06-03 6:24,7K09343,160.383 
2018-06-03 6:45,7K09344,160.375 
2018-06-03 7:05,7K09345,160.014 
2018-06-03 7:26,7K09346,161.507 
2018-06-03 7:47,7K09347,161.159 
2018-06-03 8:08,7K09348,161.528 
2018-06-03 9:04,7K09349,160.701 
2018-06-03 9:25,7K09350,159.654 
2018-06-04 13:43,7K09801,157.218 
2018-06-04 14:06,7K09802,157.693 
2018-06-04 14:27,7K09803,157.931 
2018-06-04 14:47,7K09804,158.952 
2018-06-04 15:08,7K09805,159.691 
2018-06-04 15:28,7K09806,160.075 
2018-06-04 15:48,7K09807,159.685 
2018-06-04 16:08,7K09808,158.815 
2018-06-04 16:29,7K09809,157.808 
2018-06-04 16:49,7K09810,157.209 
2018-06-04 17:10,7K09811,158.465 
2018-06-04 17:30,7K09812,166.189 
2018-06-04 17:51,7K09813,164.584 
2018-06-04 18:12,7K09814,162.874 
2018-06-04 18:32,7K09815,159.599 
2018-06-04 18:53,7K09816,158.262 
2018-06-04 19:13,7K09817,157.082 
2018-06-04 19:34,7K09831,157.517 
2018-06-04 19:54,7K09832,157.601 
2018-06-04 20:14,7K09833,158.074 
2018-06-04 20:37,7K09834,158.500 
2018-06-04 20:57,7K09835,158.528 
2018-06-04 21:18,7K09836,157.705 
2018-06-04 21:39,7K09837,158.022 
2018-06-04 22:00,7K09838,158.334 
2018-06-04 22:20,7K09839,159.179 
2018-06-04 22:40,7K09840,158.304 
2018-06-04 23:01,7K09730,157.958 
2018-06-04 23:21,7K09731,157.908 
2018-06-04 23:42,7K09732,159.140 
2018-06-05 0:02,7K09733,157.979 
2018-06-05 0:23,7K09734,157.340 
2018-06-05 0:43,7K09735,159.060 
2018-06-05 1:03,7K09736,159.245 
2018-06-05 1:24,7K09737,159.014 
2018-06-05 1:44,7K09738,160.307 
2018-06-05 2:05,7S16981,157.173 
2018-06-05 2:25,7S16982,160.899 
2018-06-05 2:46,7S16983,159.988 
2018-06-05 3:09,7S16984,159.163 
2018-06-05 3:29,7S16985,157.904 
2018-06-05 3:50,7S16986,158.712 
2018-06-05 4:11,7S16987,158.006 
2018-06-05 4:31,7S16988,159.067 
2018-06-05 4:51,7S16989,159.820 
2018-06-05 5:12,7S16990,160.035 
2018-06-05 5:33,7S18324,159.101 
2018-06-05 5:54,7S18323,158.276 
2018-06-05 6:14,7S18325,159.796 
2018-06-05 6:35,7S18326,159.954 
2018-06-05 6:56,7S18327,159.570 
2018-06-05 7:16,7S18328,158.349 
2018-06-05 7:37,7S18329,157.284 
2018-06-05 7:58,7S18330,159.516 
2018-06-05 8:19,7S18331,160.260 
2018-06-05 8:40,7S18332,160.067 
2018-06-05 9:02,7S18333,157.346 
2018-06-05 9:23,7S18334,159.386 
2018-06-05 9:46,7S18335,158.958 
2018-06-05 10:07,7S18336,160.265 
2018-06-05 10:27,7S18337,159.591 
2018-06-05 10:48,7S18338,159.050 
2018-06-05 11:08,7S18339,160.880 
2018-06-05 11:29,7S18340,160.195 
2018-06-05 11:50,7S18341,159.794 
2018-06-05 12:11,7S18342,159.527 
2018-06-05 12:31,7S18343,161.222 
2018-06-05 12:52,7S18344,160.387 
2018-06-05 13:12,7S18345,158.936 
2018-06-05 13:32,7S18346,159.926 
2018-06-06 12:07,5J06256,153.880 
2018-06-06 12:28,5J06257,155.621 
2018-06-06 12:49,5J06258,160.429 
2018-06-06 13:09,5J06259,158.997 
2018-06-06 13:29,5J06260,159.160 
2018-06-06 13:50,5J06261,160.054 
2018-06-06 14:11,5J06262,160.491 
2018-06-06 14:32,5J06263,150.626 
2018-06-06 14:53,5J06264,151.824 
2018-06-06 15:14,5J06265,152.892 
2018-06-06 15:34,7K09252,160.044 
2018-06-06 15:55,7K09253,161.180 
2018-06-06 16:15,7K09254,159.786 
2018-06-06 16:36,7K09255,159.337 
2018-06-06 16:56,7K09256,159.833 
2018-06-06 17:17,7K09257,159.739 
2018-06-06 17:37,7K09258,159.657 
2018-06-06 17:58,7K09259,159.835 
2018-06-06 18:18,7K09044,159.476 
2018-06-06 18:40,7K09045,157.633 
2018-06-06 19:00,7K09046,158.641 
2018-06-06 19:21,7K09047,157.098 
2018-06-06 19:41,7K09048,158.490 
2018-06-06 20:02,7K09049,158.490 
2018-06-06 20:23,7K09050,158.992 
2018-06-06 20:44,7K09251,160.646 
2018-06-06 21:05,5J06251,154.898 
2018-06-06 21:26,5J06252,154.042 
2018-06-06 21:46,5J06253,155.326 
2018-06-06 22:07,5J06254,155.355 
2018-06-06 22:47,5J06286,160.444 
2018-06-06 23:07,5J06287,159.474 
2018-06-06 23:28,5J06288,159.218 
2018-06-06 23:49,5J06289,159.119 
2018-06-07 0:09,5J06290,160.008 
2018-06-07 0:30,P7162970,137.385 
2018-06-07 0:50,P7162971,139.451 
2018-06-07 1:13,P7162972,137.881 
2018-06-07 1:34,P7162973,139.057 
2018-06-07 1:55,P7162974,139.742 
2018-06-07 2:16,P7162975,138.169 
2018-06-07 2:36,P7162976,137.923 
2018-06-07 2:57,P7162977,136.702 
2018-06-07 3:18,P7162978,139.019 
2018-06-07 3:38,P7162979,138.475 
2018-06-07 3:59,P7162980,138.031 
2018-06-07 4:20,P7164351,136.783 
2018-06-07 4:40,P7164352,138.930 
2018-06-07 5:01,P7164353,140.565 
2018-06-07 5:21,P7164354,138.910 
2018-06-07 5:42,P7164356,139.000 
2018-06-07 6:03,P7164357,137.403 
2018-06-07 6:23,P7164358,135.358 
2018-06-07 6:44,P7164359,136.071 
2018-06-07 7:05,P7164360,133.502 
2018-06-07 7:26,7K09006,158.125 
2018-06-07 7:49,7K09007,158.730 
2018-06-07 8:10,7K09008,158.426 
2018-06-07 8:30,7K09009,158.429 
2018-06-07 8:51,7K09010,157.594 
2018-06-07 9:11,7K09011,159.103 
2018-06-07 9:32,7K09012,159.842 
2018-06-07 9:54,7K09013,159.259 
2018-06-07 10:15,7K09014,158.958 
2018-06-07 10:36,7K09015,158.941 
2018-06-07 10:57,7K09016,158.852 
2018-06-07 11:18,7K09285,157.743 
2018-06-07 11:38,7K09286,158.958 
2018-06-07 11:59,7K09287,158.774 
2018-06-07 12:20,7K09288,159.839 
2018-06-07 12:40,7K09289,158.997 
2018-06-07 13:01,7K09290,159.372 
2018-06-07 13:21,7K09291,159.136 
2018-06-07 13:41,7K09292,160.017 
2018-06-08 11:44,7P14691,158.389 
2018-06-08 12:04,6B29862,154.710 
2018-06-08 12:24,6B29863,154.637 
2018-06-08 12:44,6B29864,154.176 
2018-06-08 13:05,6B29865,154.893 
2018-06-08 13:25,6B29866,154.319 
2018-06-08 13:46,6B29867,155.465 
2018-06-08 14:06,6B29868,155.811 
2018-06-08 14:27,6B29869,155.934 
2018-06-08 14:47,6B29870,154.212 
2018-06-08 15:08,6B29871,154.414 
2018-06-08 15:28,7K09293,159.463 
2018-06-08 15:48,7K09294,160.211 
2018-06-08 16:08,7K09295,160.360 
2018-06-08 16:31,7K09296,161.112 
2018-06-08 16:51,7K09297,159.899 
2018-06-08 17:12,7K09298,160.819 
2018-06-08 17:33,7K09299,160.141 
2018-06-08 17:53,7K09300,160.152 
2018-06-08 18:14,7S18351,159.336 
2018-06-08 18:34,7S18352,159.016 
2018-06-08 18:54,7S18353,160.338 
2018-06-08 19:14,7S18354,160.775 
2018-06-08 19:35,7S18355,158.750 
2018-06-08 19:55,7S18356,159.572 
2018-06-08 20:15,7S18357,158.135 
2018-06-08 20:36,7S18358,159.196 
2018-06-08 20:56,7K09036,156.812 
2018-06-08 21:16,7K09037,159.604 
2018-06-08 21:37,7K09038,160.008 
2018-06-08 21:58,7K09039,159.929 
2018-06-08 22:18,7S18394,158.206 
2018-06-08 22:39,7S18395,161.609 
2018-06-08 23:01,7S18396,159.494 
2018-06-08 23:22,7S18397,158.608 
2018-06-08 23:42,7S18398,160.282 
2018-06-09 0:03,7S18399,159.856 
2018-06-09 0:23,7S18400,158.411 
2018-06-09 0:44,6B29751,159.176 
2018-06-09 1:05,7S18386,158.739 
2018-06-09 1:26,7S18387,160.080 
2018-06-09 1:46,7S18388,159.968 
2018-06-09 2:08,7S18389,160.944 
2018-06-09 2:29,7S18390,159.645 
2018-06-09 2:50,7S18391,159.327 
2018-06-09 3:11,7S18392,160.166 
2018-06-09 3:32,7S18393,159.520 
2018-06-09 3:53,7K09167,157.174 
2018-06-09 4:13,7K09168,159.183 
2018-06-09 4:35,7K09169,157.912 
2018-06-09 4:56,7K09170,159.640 
2018-06-09 5:17,7K09171,159.796 
2018-06-09 5:40,7K09172,160.305 
2018-06-09 6:01,7K09173,159.784 
2018-06-09 6:21,7K09174,159.816 
2018-06-09 6:42,P7164361,135.601 
2018-06-09 7:03,P7164362,136.305 
2018-06-09 7:23,P7164363,135.665 
2018-06-09 7:44,P7164364,133.069 
2018-06-09 8:05,P7164365,133.994 
2018-06-09 8:26,P7164366,133.134 
2018-06-09 8:47,P7164367,133.562 
2018-06-09 9:08,P7164368,135.668 
2018-06-09 9:29,P7164369,139.181 
2018-06-09 9:49,P7164387,140.127 
2018-06-09 10:10,P7164388,140.648 
2018-06-09 10:30,P7164389,140.830 
2018-06-09 10:51,P7164390,140.784 
2018-06-09 11:11,P7164391,140.218 
2018-06-09 11:32,P7164392,141.237 
2018-06-09 11:52,P7164393,141.404 
2018-06-09 12:15,P7164394,138.898 
2018-06-09 12:36,P7164395,136.587 
2018-06-09 12:57,P7164396,139.982 
2018-06-12 7:14,6B29773,156.936 
2018-06-12 7:35,6B29764,158.237 
2018-06-12 7:55,6B29765,157.864 
2018-06-12 8:16,6B29774,157.283 
2018-06-12 8:37,6B29775,160.711 
2018-06-12 8:58,6B29776,161.833 
2018-06-12 9:19,6B29766,158.688 
2018-06-12 9:39,6B29767,157.630 
2018-06-12 10:00,6B29779,162.588 
2018-06-12 10:21,6B29770,156.331 
2018-06-12 10:42,6B29780,156.550 
2018-06-12 11:03,6B29782,153.385 
2018-06-12 14:40,6B29783,156.923 
2018-06-12 15:01,6B29784,152.559 
2018-06-12 15:21,6B29785,147.846 
2018-06-12 15:41,6B29786,152.021 
2018-06-12 16:01,6B29787,158.848 
2018-06-12 16:22,6B29788,157.000 
2018-06-12 16:43,6B29789,158.113 
2018-06-12 17:04,6B29790,153.535 
2018-06-12 17:24,6B29791,158.965 
2018-06-12 17:45,6B29792,159.954 
2018-06-12 18:06,7K09268,159.014 
2018-06-12 18:26,7K09269,159.066 
2018-06-12 18:47,7K09270,159.964 
2018-06-12 19:08,7K09271,159.747 
2018-06-12 19:28,7K09272,159.769 
2018-06-12 19:49,7K09273,159.438 
2018-06-12 20:10,5J08465,151.179 
2018-06-12 20:30,5J08466,150.538 
2018-06-12 20:51,5J08467,150.024 
2018-06-12 21:14,5J08468,153.202 
2018-06-12 21:35,5J08470,151.949 
2018-06-12 21:55,5J08471,151.453 
2018-06-12 22:16,5J08472,150.039 
2018-06-12 22:37,5J08473,150.159 
2018-06-12 22:57,5J08474,148.793 
2018-06-12 23:18,5J08475,158.071 
2018-06-12 23:39,5J08476,155.605 
2018-06-13 0:00,5J08477,155.428 
2018-06-13 0:21,5J08478,154.888 
2018-06-13 0:42,5J08479,156.418 
2018-06-13 1:02,5J08480,158.271 
2018-06-13 1:23,5J08481,157.555 
2018-06-13 1:44,P7163730,140.282 
2018-06-13 2:04,P7163731,140.731 
2018-06-13 2:25,P7163732,137.402 
2018-06-13 2:45,P7163733,138.759 
2018-06-13 3:06,P7163734,138.440 
2018-06-13 3:27,P7163735,137.340 
2018-06-13 3:49,P7163737,143.533 
2018-06-13 4:11,P7163739,142.179 
2018-06-13 4:32,P7163740,143.158 
2018-06-13 4:52,P7163741,140.548 
2018-06-13 5:13,P7163742,143.919 
2018-06-13 5:33,P7163743,143.381 
2018-06-13 5:53,P7163744,142.335 
2018-06-13 6:14,P7163746,142.544 
2018-06-13 6:35,P7163791,136.603 
2018-06-13 6:56,P7163792,136.940 
2018-06-13 7:17,P7163793,139.837 
2018-06-13 7:37,P7163794,135.627 
2018-06-13 7:58,P7163795,137.855 
2018-06-13 8:19,P7163745,142.507 
2018-06-13 8:40,5J06274,155.847 
2018-06-13 9:02,5J06275,156.900 
2018-06-13 9:22,5J06277,158.890 
2018-06-13 9:43,5J06278,157.352 
2018-06-13 10:04,5J06279,157.396 
2018-06-13 10:26,5J06281,158.286 
2018-06-13 10:47,5J06282,160.725 
2018-06-13 11:07,5J06283,159.983 
2018-06-13 11:28,5J06266,151.508 
2018-06-13 11:48,5J06267,151.801 
2018-06-13 12:09,5J06268,155.915 
2018-06-13 12:30,5J06269,156.912 
2018-06-13 12:51,5J06270,156.801 
2018-06-13 13:12,5J06271,157.163 
2018-06-13 13:33,5J06272,155.877 
2018-06-13 13:54,5J06273,157.039 
2018-06-13 14:15,5J06299,153.161 
2018-06-13 14:36,5J06300,154.255 
2018-06-13 14:56,P7162951,138.132 
2018-06-13 15:17,P7162952,137.027 
2018-06-13 15:37,P7162953,139.859 
2018-06-13 15:58,P7162954,138.093 
2018-06-13 16:19,P7162955,139.686 
2018-06-13 16:40,P7162956,139.373 
2018-06-14 15:15,P7163796,138.699 
2018-06-14 15:37,P7163797,139.259 
2018-06-14 15:57,P7163798,139.886 
2018-06-14 16:18,P7163799,142.370 
2018-06-14 16:38,P7163800,142.398 
2018-06-14 16:58,6B29801,162.001 
2018-06-14 17:19,6B29802,163.437 
2018-06-14 17:40,6B29803,161.600 
2018-06-14 18:01,6B29804,163.572 
2018-06-14 18:21,6B29046,156.478 
2018-06-14 18:41,P7162957,138.024 
2018-06-14 19:02,P7162958,137.236 
2018-06-14 19:25,P7162959,137.143 
2018-06-14 19:45,P7162960,137.430 
2018-06-14 20:06,P7162961,136.690 
2018-06-14 20:27,P7162962,138.315 
2018-06-14 20:47,P7162963,136.938 
2018-06-14 21:07,P7162964,136.281 
2018-06-14 21:28,P7162966,139.239 
2018-06-14 21:48,P7162967,137.449 
2018-06-14 22:09,P7162997,139.445 
2018-06-14 22:29,P7162998,138.908 
2018-06-14 22:50,P7162999,140.594 
2018-06-14 23:11,P7163000,139.645 
2018-06-14 23:32,P7163701,139.396 
2018-06-14 23:53,P7163702,139.931 
2018-06-15 0:14,P7163703,139.553 
2018-06-15 0:35,P7163704,138.595 
2018-06-15 0:55,P7162987,137.614 
2018-06-15 1:16,P7162988,138.850 
2018-06-15 1:36,P7162989,138.122 
2018-06-15 1:59,P7162990,138.114 
2018-06-15 2:20,P7162991,139.696 
2018-06-15 2:41,P7162992,137.916 
2018-06-15 3:01,P7162993,136.872 
2018-06-15 3:22,P7162994,137.786 
2018-06-16 14:57,P7163747,142.705 
2018-06-16 15:18,P7163748,142.878 
2018-06-16 15:39,P7163749,143.832 
2018-06-16 16:00,P7163750,142.889 
2018-06-16 16:21,P7163751,140.305 
2018-06-16 16:42,P7163752,137.202 
2018-06-16 17:03,P7163753,137.913 
2018-06-16 17:24,P7163754,142.402 
2018-06-16 17:45,P7163755,139.946 
2018-06-16 18:06,P7163756,141.789 
2018-06-16 18:26,P7163757,143.473 
2018-06-16 18:47,P7163758,141.981 
2018-06-16 19:07,P7163759,140.082 
2018-06-16 19:28,P7163760,141.644 
2018-06-16 19:48,P7163761,138.062 
2018-06-16 20:11,P7163762,138.701 
2018-06-16 20:32,P7163763,142.159 
2018-06-16 20:53,P7163764,136.529 
2018-06-16 21:13,6C01721,155.214 
2018-06-16 21:34,6C01722,155.237 
2018-06-16 21:55,6C01723,155.869 
2018-06-16 22:16,6C01715,155.645 
2018-06-16 22:37,6C01724,155.498 
2018-06-16 22:57,6C01725,155.315 
2018-06-16 23:18,6C01716,155.559 
2018-06-19 16:49,6C01726,156.043 
2018-06-19 17:09,6C01727,156.870 
2018-06-19 17:30,6C01717,154.532 
2018-06-19 17:50,P7163707,138.180 
2018-06-19 18:10,P7163708,137.496 
2018-06-19 18:31,P7163709,136.749 
2018-06-19 18:51,P7163710,137.773 
2018-06-19 19:11,P7163711,136.742 
2018-06-19 19:31,P7163712,136.056 
2018-06-19 19:51,P7163713,137.573 
2018-06-19 20:12,P7163714,136.849 
2018-06-19 20:32,P7163715,136.670 
2018-06-19 20:53,P7163716,136.666 
2018-06-19 21:13,P7163717,136.854 
2018-06-19 21:36,P7163718,139.455 
2018-06-19 21:58,P7163719,138.895 
2018-06-19 22:18,P7163720,139.143 
2018-06-19 22:39,P7163721,139.859 
2018-06-19 22:59,P7163722,138.802 
2018-06-19 23:20,P7163723,139.228 
2018-06-19 23:41,P7163724,139.442 
2018-06-20 0:02,P7163725,138.465 
2018-06-20 0:22,P7163726,142.424 
2018-06-20 0:43,P7163727,142.625 
2018-06-20 1:04,P7163783,138.248 
2018-06-20 1:24,P7163784,140.819 
2018-06-20 1:45,P7163785,142.169 
2018-06-20 2:06,P7163786,139.544 
2018-06-20 2:27,P7163787,139.027 
2018-06-20 2:47,P7163788,138.559 
2018-06-20 3:08,P7163789,138.432 
2018-06-20 3:29,P7163772,138.961 
2018-06-20 3:49,P7163773,139.518 
2018-06-20 4:12,P7163765,139.631 
2018-06-20 4:32,P7163771,139.469 
2018-06-20 4:53,P7163770,138.572 
2018-06-20 5:14,P7163769,137.366 
2018-06-20 5:34,P7163768,138.068 
2018-06-20 5:55,P7163767,138.229 
2018-06-20 6:16,7K09260,158.845 
2018-06-20 6:36,7K09261,159.300 
2018-06-20 6:57,7K09262,159.018 
2018-06-20 7:18,7K09263,157.813 
2018-06-20 7:39,7K09264,158.287 
2018-06-20 8:00,7K09265,157.864 
2018-06-20 8:21,7K09266,158.730 
2018-06-20 8:42,7K09267,157.877 
2018-06-20 9:02,5J08482,155.770 
2018-06-20 9:24,5J08483,158.032 
2018-06-20 9:45,5J08484,156.882 
2018-06-20 10:05,5J08485,154.249 
2018-06-20 10:26,5J08486,161.223 
2018-06-20 10:49,5J08487,153.324 
2018-06-20 11:09,5J08488,160.067 
2018-06-20 11:30,5J08489,156.859 
2018-06-20 11:50,7K09276,158.934 
2018-06-20 12:11,7K09277,158.631 
2018-06-20 12:32,7K09278,158.667 
2018-06-20 12:52,7K09279,159.976 
2018-06-20 13:13,7K09280,158.578 
2018-06-20 13:33,7K09281,158.550 
2018-06-20 13:54,7K09282,157.408 
2018-06-20 14:14,7K09283,158.023 
2018-06-20 14:35,5J06291,157.394 
2018-06-20 14:55,5J06292,153.890 
2018-06-20 18:11,6B29835,160.905 
2018-06-20 18:31,6B29836,161.317 
2018-06-20 18:52,6B29837,156.798 
2018-06-20 19:12,6B29838,156.746 
2018-06-20 19:32,6B29839,158.309 
2018-06-20 19:52,6B29840,158.765 
2018-06-20 20:14,6B29841,158.509 
2018-06-20 20:34,6B29842,159.344 
2018-06-20 20:54,6B29843,161.013 
2018-06-20 21:15,6B29844,159.603 
2018-06-20 21:35,6B29825,158.834 
2018-06-20 21:56,6B29826,156.488 
2018-06-20 22:16,6B29827,155.984 
2018-06-20 22:37,6B29828,158.612 
2018-06-20 22:57,6B29829,158.201 
2018-06-20 23:18,6B29830,159.461 
2018-06-20 23:38,6B29831,158.648 
2018-06-20 23:59,6B29832,160.217 
2018-06-21 0:20,6B29833,162.824 
2018-06-21 0:42,6B29834,161.822 
2018-06-21 1:02,6B29815,160.301 
2018-06-21 1:24,6B29816,161.096 
2018-06-21 1:45,6B29817,160.798 
2018-06-21 2:06,6B29818,160.008 
2018-06-21 2:26,6B29819,162.019 
2018-06-21 2:47,6B29820,159.557 
2018-06-21 3:07,6B29821,159.775 
2018-06-21 3:28,6B29822,159.505 
2018-06-21 3:49,6B29823,160.877 
2018-06-21 4:09,6B29824,160.345 
2018-06-21 4:30,6B29805,163.349 
2018-06-21 4:50,6B29806,164.642 
2018-06-21 5:14,6B29807,162.857 
2018-06-21 5:35,6B29808,161.151 
2018-06-21 5:55,6B29809,161.658 
2018-06-21 6:16,6B29810,162.496 
2018-06-21 6:36,6B29811,161.901 
2018-06-21 6:57,6B29812,161.453 
2018-06-21 7:19,6B29813,163.108 
2018-06-21 7:40,6B29814,160.855 
2018-06-21 8:01,5J08490,158.256 
2018-06-21 8:21,5J08491,157.742 
2018-06-21 8:42,5J08492,157.413 
2018-06-21 9:03,5J08493,154.703 
2018-06-21 9:24,5J08494,157.227 
2018-06-21 9:44,5J08495,157.004 
2018-06-21 10:04,5J08496,157.511 
2018-06-21 10:25,5J08497,157.262 
2018-06-21 10:45,5J08498,157.066 
2018-06-21 11:06,5J08499,159.257 
2018-06-21 11:27,5J08500,158.946 
2018-06-21 11:47,7K09175,159.279 
2018-06-21 12:08,7K09176,160.162 
2018-06-21 12:28,7K09178,160.120 
2018-06-21 12:49,7K09179,159.797 
2018-06-21 13:10,7K09180,159.120 
2018-06-21 13:30,7K09181,159.316 
2018-06-21 13:53,7K09182,161.321 
2018-06-21 14:14,7K09183,161.151 
2018-06-21 14:34,7S18438,158.945 
2018-06-21 14:55,7S18439,159.233 
2018-06-21 15:16,7S18440,162.119 
2018-06-21 15:37,7S18441,162.524 
2018-06-21 15:57,7S18442,164.072 
2018-06-21 16:17,7S18443,164.345 
2018-06-21 16:37,7S18444,167.300 
2018-06-21 16:57,6B29045,153.491 
2018-06-21 17:18,6C01718,154.563 
2018-06-21 17:38,6C01719,155.502 
2018-06-21 17:59,6C01720,162.215 
2018-06-21 18:19,6C01707,155.667 
2018-06-21 18:39,6C01708,156.574 
2018-06-21 19:00,6C01709,155.858 
2018-06-21 19:20,6C01710,155.038 
2018-06-21 19:41,6C01711,155.425 
2018-06-21 20:01,6C01712,156.551 
2018-06-21 20:24,6C01713,155.492 
2018-06-21 20:44,6C01714,155.747 
2018-06-21 21:05,6B29019,157.992 
2018-06-21 21:25,6B29020,157.326 
2018-06-21 21:45,6B29021,157.502 
2018-06-21 22:06,6B29022,156.064 
2018-06-21 22:26,6B29023,156.964 
2018-06-21 22:46,6B29024,157.106 
2018-06-21 23:06,6B29025,158.674 
2018-06-21 23:27,6B29026,158.775 
2018-06-21 23:48,6B29027,156.898 
2018-06-22 0:09,6B29028,157.461 
2018-06-22 0:30,6B29029,156.926 
2018-06-22 0:51,6B29030,157.987 
2018-06-22 1:11,6B29031,157.909 
2018-06-22 1:32,6B29032,155.140 
2018-06-22 1:52,6B29033,155.050 
2018-06-22 2:13,6B29034,166.416 
2018-06-22 2:34,7S18445,164.527 
2018-06-22 2:57,7S18446,159.238 
2018-06-22 3:18,7S18447,160.513 
2018-06-23 5:02,P7165770,136.448 
2018-06-23 5:23,P7165771,136.671 
2018-06-23 5:44,P7165772,137.679 
2018-06-23 6:05,P7165774,137.707 
2018-06-23 6:27,P7165775,137.945 
2018-06-23 6:47,6C01746,136.536 
2018-06-23 7:09,6C01747,161.785 
2018-06-23 7:32,6C01748,159.926 
2018-06-23 7:52,6C01749,177.911 
2018-06-23 8:13,6C01750,156.708 
2018-06-23 8:33,7S18401,163.485 
2018-06-23 8:54,7S18402,161.199 
2018-06-23 9:15,7S18403,162.509 
2018-06-23 9:36,7S18404,159.717 
2018-06-23 9:57,7S18405,160.829 
2018-06-23 10:18,7S18406,160.118 
2018-06-23 10:38,7S18407,160.151 
2018-06-23 10:59,7S18408,159.376 
2018-06-23 11:20,7S18409,160.071 
2018-06-23 11:41,7S18410,159.214 
2018-06-23 12:02,7S18411,160.065 
